id,en_sent,en_amr,cn_sent,cn_amr,fa_sent,fa_amr
1170,And he went back to meet the fox .,( / : ( / : arg0 ( / ) : ( / ) : ( / : arg0 : ( / ) ) ) ),他 又 回到 了 狐狸 身边 。,( / : arg0 ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ),آنگاه پيش روباه بازگشت,( / : arg0 ( / ) : ( / : ( / ) ) : ( / ) )
1171,""" Goodbye , "" he said .",( / : arg0 ( / ) : arg1 ( / ) ),“ 再见 了 。 ” 小 王子 说道 。,( / : arg0 ( ) ( / : ( ) ( / ) ) : arg1 ( ) ( / : ( ) ( / ) ) ),او گفت: خداحافظ!...,( / : arg0 ( / ) : arg1 ( / ) )
1172,""" Goodbye , "" said the fox .",( / : arg0 ( / ) : arg1 ( / ) ),“ 再见 。 ” 狐狸 说 。,( / : arg0 ( ) ( / ) : arg1 ( ) ( / ) ),روباه گفت: خداحافظ.,( / : arg0 ( / ) : arg1 ( / ) )
1173,""" And now here is my secret , a very simple secret : It is only with the heart that one can see rightly ; what is essential is invisible to the eye . """,( / : op1 ( / : poss ( / ) : ( / : degree ( / ) ) : domain ( / : op1 ( / : arg1 ( / : arg0 ( / ) : ( / ) : instrument ( / ) ) : mod ( / ) ) : op2 ( / : : arg1 ( / : arg0 : arg1 ( / : mod ( / ) ) : instrument ( / ) ) ) ) : ( / ) ) ),“ 喏 ， 这 就 是 我 的 秘密 。 很 简单 ： 只有 用 心 才 能 看 得 清 。 实质性 的 东西 ， 用 眼睛 是 看 不 见 的 。 ”,( / : arg1 ( ) ( / : op2 ( ) ( / : poss ( ) ( / ) : domain ( ) ( / ) : mod ( ) ( / ) : ( ) ( / : arg1 ( ) ( / : op1 ( ) ( / : arg1 ( ) ( / ) : ( ) ( / : ( ) ( / ) ) ) : op2 ( ) ( / : arg0 ( ) ( / : arg1 ( ) ( / : mod ( ) ( / ) ) : instrument ( ) ( / ) ) : ( ) ( / ) ) ) ) : mod ( ) ( / : degree ( ) ( / ) ) ) : op1 ( ) ( / ) ) ),و اينک راز من که بسيار ساده است: بدان که جز با چشم دل نمی‌توان خوب ديد، آنچه اصل است، از ديده پنهان است.,( / : op2 ( / : poss ( / ) : ( / ) : mod ( / : degree ( / ) ) : domain ( / : op1 ( / : : arg0 ( / ) : arg1 ( / : arg1 ( / : instrument ( / : poss ( / ) ) : ( / ) ) : mod ( / ) ) ) : op2 ( / : arg1 ( / : mod ( / ) ) : ( / ) ) ) ) )
1174,""" What is essential is invisible to the eye , "" the little prince repeated , so that he would be sure to remember .",( / : arg0 ( / : mod ( / ) ) : arg1 ( / : : arg1 ( / : arg1 ( / : mod ( / ) ) : ( / ) ) ) : purpose ( / : arg0 : arg1 : ( / ) ) ),“ 实质性 的 东西 ， 用 眼睛 是 看 不 见 的 。 ” 小 王子 重复 着 这 句 话 ， 以便 能 把 它 记 在 心 间 。,( / : arg0 ( ) ( / : mod ( ) ( / ) ) : arg1 ( ) ( / : mod ( ) ( / ) : ( ) ( / ) : ( ) ( / : arg1 ( ) ( / : arg0 ( ) ( / : arg1 ( ) ( / : mod ( ) ( / ) ) : ( ) ( / ) ) : ( ) ( / ) ) ) ) : ( ) ( / ) : purpose ( ) ( / : arg0 ( ) ( / : arg1 ( ) ( / ) : arg0 ( ) ( / ) : ( ) ( / ) ) ) ),شازده کوچولو برای اينکه به خاطر بسپارد، تکرار کرد: آنچه اصل است،‌ از ديده پنهان است.,( / : arg0 ( / : mod ( / ) ) : arg1 ( / : arg1 ( / : mod ( / ) ) : ( / ) ) : purpose ( / : arg0 ) )
1175,""" It is the time you have wasted for your rose that makes your rose so important . """,( / : ( / : arg0 ( / ) : beneficiary ( / : poss ) ) : ( / : arg1 ( / : : degree ( / ) ) ) ),“ 正 因为 你 为 你 的 玫瑰 花费 了 时间 ， 这 才 使 你 的 玫瑰 变得 如此 重要 。 ”,( / : arg1 ( ) ( / : arg1 ( ) ( / : arg0 ( ) ( / ) : beneficiary ( ) ( / : poss ( ) ( / ) ) : ( ) ( / ) : arg1 ( ) ( / ) ) : ( ) ( / : arg0 ( ) ( / : poss ( ) ( / ) ) : arg1 ( ) ( / : degree ( ) ( / ) ) : ( ) ( / ) ) ) ),- آنچه به گل تو چندان ارزشی داده، عمری است که تو به پای او صرف کرده‌ای.,( / : ( / : arg0 ( / ) : beneficiary ( / ) ) : ( / : arg1 ( / : poss ) : degree ( / ) ) )
1176,""" It is the time I have wasted for my rose - - "" said the little prince , so that he would be sure to remember .",( / : arg0 ( / : mod ( / ) ) : arg1 ( / : ( / : arg0 ) : beneficiary ( / : poss ) ) : purpose ( / : arg0 : ( / ) ) ),“ 正 因为 你 为 你 的 玫瑰 花费 了 时间 … ” 小 王子 又 重复 着 ， 要 使 自己 记住 这些 。,( / : arg0 ( ) ( / : mod ( ) ( / ) ) : mod ( ) ( / ) : ( ) ( / ) : purpose ( ) ( / : arg0 ( ) ( / : arg1 ( ) ( / ) : ( ) ( / : arg1 ( ) ( / ) ) ) ) : arg1 ( ) ( / : arg1 ( ) ( / : arg0 ( ) ( / ) : beneficiary ( ) ( / : poss ( ) ( / ) ) : ( ) ( / ) : arg1 ( ) ( / ) ) ) ),شازده کوچولو برای اينکه به خاطر بسپارد، تکرار کرد:  عمری است که من به پای گل خود صرف کرده‌ام.,( / : arg0 ( / : mod ( / ) ) : arg1 ( / : ( / : arg0 : beneficiary ( / : poss ) ) ) : purpose ( / : arg0 ) )
1177,""" Men have forgotten this truth , "" said the fox .",( / : arg0 ( / ) : arg1 ( / : arg0 ( / ) : arg1 ( / : mod ( / ) ) ) ),“ 人们 已经 忘记 了 这个 道理 ， ” 狐狸 说 ，,( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : arg1 ( ) ( / : mod ( ) ( / ) ) ) ),روباه گفت: آدمها اين حقيقت را فراموش کرده‌اند.,( / : arg0 ( / ) : arg1 ( / : arg0 ( / ) : arg1 ( / : mod ( / ) ) ) )
1178,""" But you must not forget it .",( / : arg2 ( / : arg1 ( / ) : arg2 ( / : polarity - : arg0 : arg1 ( / ) ) ) ),“ 可是 ， 你 不 应该 忘记 它 。,( / : arg1 ( ) ( / : arg2 ( ) ( / : polarity ( ) ( / - ) : arg0 ( ) ( / : arg1 ( ) ( / ) : arg0 ( ) ( / ) ) ) ) ),ولی تو نبايد فراموش کنی.,( / : arg2 ( / : polarity - : arg1 ( / : arg0 ( / ) ) ) )
1179,"You become responsible , forever , for what you have tamed .",( / : arg1 ( / ) : ( / : : arg1 ( / : ( / : ) ) : ( / ) ) ),你 现在 要 对 你 驯服 过 的 一切 负责 到底 。,( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : arg1 ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) ) : ( ) ( / ) ),تو هر چه را اهلی کنی، هميشه مسئول آن خواهی بود.,( / : arg1 ( / : ( / : arg1 ( / : ( / ) ) ) ) : ( / ) : ( / ) )
1180,"You are responsible for your rose ... """,( / : arg0 ( / ) : arg1 ( / : poss ) ),你 要 对 你 的 玫瑰 负责 … ”,( / : arg1 ( ) ( / : arg0 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : poss ( ) ( / ) ) ) ) ),تو مسئول گل خود هستی...,( / : arg0 ( / ) : arg1 ( / : poss ) )
1181,""" I am responsible for my rose , "" the little prince repeated , so that he would be sure to remember .",( / : arg0 ( / : mod ( / ) ) : arg1 ( / : arg0 : arg1 ( / : poss ) ) : purpose ( / : arg0 : ( / ) ) ),“ 我 要 对 我 的 玫瑰 负责 … ” 小 王子 又 重复 着 ， 这样 他 能够 记住 … …,( / : arg0 ( ) ( / : mod ( ) ( / ) ) : mod ( ) ( / ) : ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : poss ( ) ( / ) ) ) ) : purpose ( ) ( / : arg0 ( ) ( / : arg1 ( ) ( / ) : arg0 ( ) ( / ) ) : ( ) ( / ) ) ),شازده کوچولو برای آنکه به خاطر بسپارد، تکرار کرد: من مسئول گل خود هستم...,( / : arg0 ( / : mod ( / ) ) : arg1 ( / : arg0 ( / ) : arg1 ( / : poss ) ) : purpose ( / : arg0 ) )
1182,Chapter 22 .,( / ),XXII,( / ),فصل ۲۲,( / )
1183,""" Good morning , "" said the little prince .",( / : arg0 ( / : mod ( / ) ) : arg1 ( / : ( / ) ) ),“ 你 好 。 ” 小 王子 说道 。,( / : arg0 ( ) ( / : mod ( ) ( / ) ) : arg1 ( ) ( / : arg0 ( ) ( / ) ) ),شازده کوچولو گفت: سلام!,( / : arg0 ( / : mod ( / ) ) : arg1 ( / ) )
1184,""" Good morning , "" said the railway switchman .",( / : arg0 ( / : ( / ) ) : arg1 ( / : ( / ) ) ),“ 你 好 。 ” 扳道工 说道 。,( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / ) ) ),سوزنبان راه‌آهن گفت: سلام!,( / : arg0 ( / : ( / ) ) : arg1 ( / ) )
1185,""" What do you do here ? "" the little prince asked .",( / : arg0 ( / : mod ( / ) ) : arg1 ( / : arg0 ( / ) : arg1 ( / amr-unknown ) : location ( / ) ) ),“ 你 在 这里 做 什么 ？ ” 小 王子 问 。,( / : arg0 ( ) ( / : mod ( ) ( / ) ) : arg1 ( ) ( / : location ( ) ( / ) : ( ) ( / : arg1 ( ) ( / amr-unknown ) ) : ( ) ( / ) ) ),شازده کوچولو پرسيد: تو اينجا چه می‌کنی؟,( / : arg0 ( / : mod ( / ) ) : arg1 ( / : arg0 ( / ) : arg1 ( / amr-unknown ) : location ( / ) ) )
1186,""" I sort out travelers , in bundles of a thousand , "" said the switchman .",( / : arg0 ( / ) : arg1 ( / : arg0 : arg1 ( / : ( / ) ) : ( / : arg0 : arg1 : ( / : ) ) ) ),“ 我 一 包 包 地 分选 旅客 ， 按 每 千 人 一 包 。 ” 扳道工 说 ，,( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / ) : ( ) ( / ) : ( ) ( / : arg1 ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) ) ) ),سوزنبان گفت: من مسافران را دسته‌دسته تقسيم می‌کنم,( / : arg0 ( / ) : arg1 ( / : arg0 : arg1 ( / : ( / ) ) : ( / ) ) )
1187,""" I send off the trains that carry them ; now to the right , now to the left . """,( / : arg0 ( / ) : arg1 ( / : arg0-of ( / : arg1 ( / ) ) ) : ( / : op1 ( / : time ( / ) ) : op2 ( / : time ( / ) ) ) ),“ 我 打发 这些 运载 旅客 的 列车 ， 一会儿 发往 右方 ， 一会儿 发往 左方 。 ”,( / : arg1 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / : op1 ( ) ( / : time ( ) ( / ) : arg1 ( ) ( / ) ) : op2 ( ) ( / : arg1 ( ) ( / ) : time ( ) ( / ) ) ) : arg1 ( ) ( / : ( ) ( / ) : arg0-of ( ) ( / : arg1 ( ) ( / ) ) ) ) ),قطارهای حامل هر دسته را گاهی به راست می‌فرستم و گاهی به چپ.,( / : arg0 ( / ) : arg1 ( / : arg0-of ( / : arg1 ( / : ( / ) ) ) ) : ( / : op1 ( / ) : op2 ( / ) : time ( / ) ) )
1188,And a brilliantly lighted express train shook the switchman 's cabin as it rushed by with a roar like thunder .,( / : ( / : arg0 ( / : mod ( / ) : ( / : ( / ) ) ) : arg1 ( / : ( / ) ) : time ( / : arg1 : ( / ) : arg0-of ( / : ( / : ( / ) ) ) ) ) ),这时 ， 一 列 灯火 明亮 的 快车 ， 雷鸣般 地 响 着 ， 把 扳道 房 震 得 颤颤悠悠 。,( / : ( ) ( / ) : arg0 ( ) ( / : arg0-of ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) : mod ( ) ( / : arg0 ( ) ( / ) ) ) : arg1 ( ) ( / : mod ( ) ( / ) ) : time ( ) ( / ) ),در همين دم يک قطار تندرو با چراغهای روشن که همچون رعد می‌غريد، اتاقک سوزنبان را به لرزه درآورد.,( / : arg0 ( / : mod ( / ) : arg0-of ( / ) : ( / : ( / ) ) : arg0-of ( / : ( / ) ) ) : arg1 ( / : ( / ) ) : time ( / : mod ( / ) ) )
1189,""" They are in a great hurry , "" said the little prince .",( / : arg0 ( / : mod ( / ) ) : arg1 ( / : arg1 ( / ) : degree ( / ) ) ),“ 他们 真 匆忙 呀 ， ” 小 王子 说 ，,( / : arg0 ( ) ( / : mod ( ) ( / ) ) : arg1 ( ) ( / : arg0 ( ) ( / ) : degree ( ) ( / ) : ( ) ( / ) ) ),شازده کوچولو گفت: اينها خيلی عجله دارند.,( / : arg0 ( / : mod ( / ) ) : arg1 ( / : arg1 ( / ) : degree ( / ) ) )
1190,""" What are they looking for ? """,( / : arg0 ( / ) : arg1 ( / amr-unknown ) ),“ 他们 要 寻找 什么 ？ ”,( / : arg1 ( ) ( / : arg0 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / amr-unknown ) ) : ( ) ( / ) ) ),پی چه می‌گردند؟,( / : arg0 ( / ) : arg1 ( / amr-unknown ) )
1191,""" Not even the locomotive engineer knows that , "" said the switchman .",( / : arg0 ( / ) : arg1 ( / : polarity - : arg0 ( / : arg0-of ( / : arg1 ( / ) ) : mod ( / ) ) : arg1 ( / ) ) ),“ 开 机车 的 人 自己 也 不 知道 。 ” 扳道工 说道 。,( / : arg0 ( ) ( / ) : arg1 ( ) ( / : polarity ( ) ( / - ) : arg0 ( ) ( / : arg0-of ( ) ( / : arg1 ( ) ( / : arg0-of ( ) ( / : arg1 ( ) ( / ) ) ) ) ) : mod ( ) ( / ) ) ),سوزنبان گفت: راننده قطار هم نمی‌داند.,( / : arg0 ( / ) : arg1 ( / : polarity - : arg0 ( / : arg0-of ( / : arg1 ( / ) ) ) : mod ( / ) ) )
1192,"And a second brilliantly lighted express thundered by , in the opposite direction .",( / : ( / : arg0 ( / : mod ( / ) : ( / : ( / ) ) : ( / : ) ) : direction ( / ) : direction ( / : arg2 ( / direction ) ) ) ),于是 ， 第二 列 灯火 通明 的 快车 又 朝着 相反 的 方向 轰隆 轰隆 地 开 过去 。,( / : arg2 ( ) ( / : arg0 ( ) ( / : mod ( ) ( / : arg0 ( ) ( / ) ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) : direction ( ) ( / : mod ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) : direction ( ) ( / ) ) ),و باز قطار تندرو ديگری در جهت مخالف غريد.,( / : ( / : arg0 ( / : mod ( / ) : mod ( / ) ) : direction ( / : arg2 ( / ) ) : mod ( / ) ) )
1193,""" Are they coming back already ? "" demanded the little prince .",( / : : arg0 ( / : mod ( / ) ) : arg1 ( / : arg1 ( / ) : ( / ) : ( / ) ) ),“ 他们 怎么 又 回来 了 呢 ？ ” 小 王子 问道 。,( / : arg0 ( ) ( / : mod ( ) ( / ) ) : arg1 ( ) ( / : mod ( ) ( / ) : arg0 ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ),شازده کوچولو پرسيد: مگر آنها به اين زودی برگشتند؟...,( / : arg0 ( / : mod ( / ) ) : arg1 ( / : arg0 ( / ) : ( / ) : ( / ) ) )
1194,""" These are not the same ones , "" said the switchman .",( / : arg0 ( / ) : arg1 ( / : ( / : polarity - ) : ( / ) ) ),“ 他们 不 是 原来 那些 人 了 。 ” 扳道工 说 ，,( / : arg0 ( ) ( / ) : arg1 ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : polarity ( ) ( / - ) : ( ) ( / ) ) ),سوزنبان گفت: همانها نيستند.,( / : arg0 ( / ) : arg1 ( / : polarity - ) )
1195,""" It is an exchange . """,( / : domain ( / ) ),“ 这 是 一 次 对开 列车 。 ”,( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : domain ( ) ( / ) ) ),اين يک قطار تعويضی است.,( / : : domain ( / ) : ( / ) )
1196,""" Were they not satisfied where they were ? "" asked the little prince .",( / : : ( / : ( / ) ) : arg1 ( / : polarity - : arg1 ( / ) : ( / ) ) ),“ 他们 不 满意 他们 原来 所 住 的 地方 吗 ？ ”,( / : arg1 ( ) ( / : polarity ( ) ( / - ) : arg1 ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) : ( ) ( / ) : ( ) ( / ) ) ),- مگر از جايی که بودند راضی نبودند؟,( / : polarity - : arg1 ( / ) : ( / : ( / : arg1 ) ) : polarity ( / ) )
1197,""" No one is ever satisfied where he is , "" said the switchman .",( / : arg0 ( / ) : arg1 ( / : arg1 ( / ) : time ( / ) : ) ),“ 人们 是 从来 也 不 会 满意 自己 所 在 的 地方 的 。 ” 扳道工 说 。,( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : ( ) ( / : arg0 ( ) ( / ) ) ) ) : ( ) ( / ) : time ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ),سوزنبان گفت: آدم هيچوقت از جايی که هست، راضی نيست.,( / : arg0 ( / ) : arg1 ( / : : arg1 ( / ) : ( / : ( / : arg1 ) ) : time ( / ) ) )
1198,And they heard the roaring thunder of a third brilliantly lighted express .,( / : ( / : arg0 ( / ) : ( / : ( / ) ) : ( / : mod ( / ) : ( / : manner ( / ) ) : ( / : ) ) ) ),此时 ， 第三 趟 灯火 明亮 的 快车 又 隆隆 而 过 。,( / : arg0 ( ) ( / : mod ( ) ( / : arg0 ( ) ( / ) ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) : ( ) ( / ) : mod ( ) ( / ) : manner ( ) ( / ) ),قطار تندرو و روشن ديگری غرش‌کنان آمد.,( / : ( / : mod ( / ) : mod ( / ) : mod ( / ) ) : manner ( / : arg0 ) )
1199,""" Are they pursuing the first travelers ? "" demanded the little prince .",( / : : arg0 ( / : mod ( / ) ) : arg1 ( / : arg0 ( / ) : arg1 ( / : ( / : ( / : ) ) ) ) ),“ 他们 是 在 追随 第一 批 旅客 吗 ？ ” 小 王子 问道 。,( / : arg0 ( ) ( / : mod ( ) ( / ) ) : arg1 ( ) ( / : mod ( ) ( / ) : arg0 ( ) ( / ) : arg1 ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) : ( ) ( / ) ) ),شازده کوچولو پرسيد: اينها مسافران اول را تعقيب می‌کنند؟,( / : arg0 ( / : mod ( / ) ) : arg1 ( / : arg0 ( / ) : arg1 ( / : mod ( / ) ) : ( / ) ) )
1200,""" They are pursuing nothing at all , "" said the switchman .",( / : arg0 ( / ) : arg1 ( / : arg0 ( / ) : arg1 ( / : ( / ) ) ) ),“ 他们 什么 也 不 追随 。 ” 扳道工 说 ，,( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : arg1 ( ) ( / ) ) ),سوزنبان گفت: اينها هيچ چيز را تعقيب نمی‌کنند.,( / : arg0 ( / ) : arg1 ( / : : arg0 ( / ) : arg1 ( / : ( / ) ) ) )
1201,""" They are asleep in there , or if they are not asleep they are yawning .",( / : op1 ( / : arg0 ( / ) : ( / ) ) : op2 ( / : arg0 : ( / : : arg0 ) ) ),“ 他们 在 里面 睡觉 ， 或是 在 打哈欠 。,( / : ( ) ( / : op1 ( ) ( / : arg0 ( ) ( / ) ) : op2 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) ) ) ),اينها در قطار يا می‌خوابند يا خميازه می‌کشند.,( / : op1 ( / : arg0 ( / ) ) : op2 ( / : arg0 ) : ( / ) )
1202,"Only the children are flattening their noses against the windowpanes . """,( / : ( / : mod ( / ) ) : arg1 ( / : ) : ( / : ( / : : arg1 : ( / ) ) ) ),只有 孩子们 把 鼻子 贴 在 玻璃窗 上 往 外 看 。 ”,( / : arg1 ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : arg1 ( ) ( / ) : ( ) ( / ) ) : mod ( ) ( / ) ) ),فقط بچه‌ها هستند که بينی خود را به شيشه‌ها می‌فشارند.,( / : mod ( / ) : ( / : arg1 ( / : ) : ( / ) ) )
1203,""" Only the children know what they are looking for , "" said the little prince .",( / : arg0 ( / : mod ( / ) ) : arg1 ( / : arg0 ( / : mod ( / ) ) : arg1 ( / : ( / : arg0 ) ) ) ),“ 只有 孩子 知道 他们 自己 在 寻找 什么 。 ” 小 王子 说 ，,( / : arg0 ( ) ( / : mod ( ) ( / ) ) : arg1 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / : ( ) ( / : arg1 ( ) ( / ) ) ) : arg1 ( ) ( / ) ) : mod ( ) ( / ) ) ),شازده کوچولو گفت: فقط بچه‌ها می‌دانند که به دنبال چه می‌گردند.,( / : arg0 ( / : mod ( / ) ) : arg1 ( / : arg0 ( / ) : arg1 ( / : arg0 : arg1 ( / ) ) : mod ( / ) ) )
1204,""" They waste their time over a rag doll and it becomes very important to them ; and if anybody takes it away from them , they cry ... """,( / : op1 ( / : arg0 ( / : arg0 ( / ) : arg1 ( / : poss ) : ( / : arg0 ( / : ( / ) ) ) ) : arg1 ( / : arg1 : arg2 ( / : ( / : arg0 ) : ( / ) ) ) ) : op2 ( / : arg0 : condition ( / : arg0 ( / ) : arg1 : ) ) ),“ 他们 为 一 个 布娃娃 花费 不少 时间 ， 这 个 布娃娃 就 成 了 很 重要 的 东西 ， 如果 有 人 夺走 的 他们 的 布娃娃 ， 他们 就 哭泣 … ”,( / : arg1 ( ) ( / : op1 ( ) ( / condition : arg1 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : ( ) ( / ) ) : arg2 ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) : arg2 ( ) ( / : arg0 ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) : arg1 ( ) ( / : ( ) ( / : ( ) ( / ) ) ) ) ) : op2 ( ) ( / condition : arg1 ( ) ( / : arg0 ( ) ( / : ( ) ( / ) ) : arg1 ( ) ( / : poss ( ) ( / ) ) ) : arg2 ( ) ( / : arg0 ( ) ( / ) ) ) ) ),آنها وقت خود را صرف يک عروسک پارچه‌ای می‌کنند و همان برای ايشان عزيز خواهد شد، و اگر آن را از ايشان بگيرند،‌ گريه خواهند کرد...,( / : op1 ( / : arg0 ( / : arg0 ( / ) : arg1 ( / : poss ) : arg2 ( / : : ( / ) ) ) : arg1 ( / : arg1 : arg2 ( / ) : ) ) : op2 ( / : arg0 : condition ( / : arg0 ( / ) : arg1 : ) ) )
1205,""" They are lucky , "" the switchman said .",( / : arg0 ( / ) : arg1 ( / : ( / ) ) ),“ 他们 真 幸运 。 ” 扳道工 说 。,( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) ) ),سوزنبان گفت: خیلی خوش به حالشان است,( / : arg0 ( / ) : arg1 ( / : ( / ) : ( / ) ) )
1206,Chapter 23 .,( / : mod ),XXIII 。,( / : ( ) ( / : mod ( ) ( / ) ) : ( ) ( / : ( ) ( / ) ) ),فصل ۲۳,( / : mod )
1207,""" Good morning , "" said the little prince .",( / : arg0 ( / : ( / ) ) : arg1 ( / : ( / ) ) ),“ 你 好 。 ” 小 王子 说 。,( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / ) ) ),شازده کوچولو گفت: سلام!,( / : arg0 ( / : ( / ) ) : arg1 ( / ) )
1208,""" Good morning , "" said the merchant .",( / : ( / : ( / ) ) : arg1 ( / : ( / ) ) ),“ 你 好 。 ” 商人 说道 。,( / : ( ) ( / ) : ( ) ( / : arg1 ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) ) ) : ( ) ( / ) : ( ) ( / ) ),دکاندار گفت: سلام!,( / : ( / ) : arg1 ( / ) )
1209,This was a merchant who sold pills that had been invented to quench thirst .,( / : arg0 ( / : ( / ) : ( / ) ) : arg1 ( / : ( / ) : ( / : arg0 : arg1 ( / ) ) ) ),这 是 一 位 贩卖 能够 止渴 的 精制 药丸 的 商人 。,( / : arg1 ( ) ( / : arg1 ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / ) : arg0 ( ) ( / : arg1 ( ) ( / ) ) ) ),اين کاسب قرصی می‌فروخت برای رفع تشنگی.,( / : arg0 ( / : ( / ) ) : arg1 ( / : ( / : arg0 : arg1 ( / ) ) ) )
1210,"You need only swallow one pill a week , and you would feel no need of anything to drink .",( / : arg0 ( / : arg0 ( / ) : arg1 ( / : arg1 ( / : arg1 ( / : ) : ( / : : ( / ) ) ) ) : mod ( / ) ) : arg1 ( / : : arg0 : arg1 ( / : arg0 : arg1 ( / : arg0 : arg1 ( / ) ) ) ) ),每 周 吞服 一 丸 就 不 会 感觉 口渴 。,( / : arg0 ( ) ( / : mod ( ) ( / ) ) : arg1 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : mod ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ) ),هفته‌ای يک بار يکی از آن قرصها را می‌خورند و ديگر تشنه نمی‌شوند.,( / : arg0 ( / : arg0 ( / ) : ( / : arg1 ( / : ) : ( / : : ( / ) ) ) ) : arg1 ( / : : arg1 : ( / ) : mod ( / ) ) )
1211,""" Why are you selling those ? "" asked the little prince .",( / : arg0 ( / : ( / ) ) : arg1 ( / : arg0 ( / ) : arg1 ( / ) : ( / : arg0 ( / ) ) ) ),“ 你 为什么 卖 这 玩艺儿 ？ ” 小 王子 说 。,( / : arg0 ( ) ( / ) : arg1 ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : arg1 ( ) ( / ) ) ),شازده کوچولو پرسيد: تو چرا از اين قرصها می‌فروشی؟,( / : arg0 ( / : ( / ) ) : arg1 ( / : arg0 ( / ) : arg1 ( / : ( / ) ) : ( / : arg0 ( / ) ) ) )
1212,""" Because they save a tremendous amount of time , "" said the merchant .",( / : arg0 ( / : ( / ) ) : arg1 ( / : arg0 ( / ) : arg1 ( / : arg0 : arg1 ( / : ( / : ( / ) ) ) ) ) ),“ 这 就 大大 地 节约 了 时间 。 ” 商人 说 ，,( / : arg1 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) ) ),دکاندار گفت: برای صرفه‌جويی زياد در وقت.,( / : arg0 ( / ) : arg1 ( / : : arg1 ( / : arg1 ( / ) : ( / ) ) ) )
1213,""" Computations have been made by experts .",( / : arg0 ( / : ( / ) ) : ( / : ( / ) ) ),“ 专家们 计算 过 ，,( / : ( ) ( / : arg0 ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) ),کارشناسان حساب کرده‌اند,( / : arg0 ( / ) )
